Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37
48842;Бургер з котлетою Дабл Чіз;Картопля фрі;Шоколадний фондан з ванільн. морозивом;Прошутто 50г;Соус кисло-солодкий 30г;Антрекот зі свинини з картопляними скибочками;Кава Еспресо;Компот 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48804;Бургер з котлетою Дабл Чіз;Креветки темпура;Морозиво шоколадне 50г;Пана-кота з апельсиновим соусом та чіа;Торт Наполеон;Шоколадний рол;Шоколадний фондан з ванільн. морозивом;Імбир маринований 10г;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48805;Бургер з котлетою Дабл Чіз;Креветки темпура;Морозиво шоколадне 50г;Пана-кота з апельсиновим соусом та чіа;Торт Наполеон;Шоколадний рол;Шоколадний фондан з ванільн. морозивом;Імбир маринований 10г;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48914;Бургер з котлетою Дабл Чіз;К-ль Мохіто б/а;Смузі малина;Рол Філ. Масаго з копченим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49078;Бургер з котлетою Дабл Чіз;Філе яловичини медіум  з овочами ;Кока-Кола 250мл;Рол Які Тідзу з мідіями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49164;Бургер з котлетою Дабл Чіз;Картопля фрі;Кока-Кола 250мл;Узвар 200мл;Чай Нахабний фрукт;Рол Райдуга new;Хосомакі з огірком;Хосомакі зі свіжим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49167;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Чай Молочний оолонг;Рол Філ. Delux зі свіжим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49298;Бургер з котлетою Дабл Чіз;К-ль Мохіто б/а;Узвар 200мл;Гункан з креветкою та авокадо;Гункан зі свіжим лососем;Каліфорнія в тобіко зі свіжим лососем;Рол з лососем та креветкою темпура;Рол Зелений дракон;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49284;Бургер з котлетою Дабл Чіз;Яблучний тарт з ванільним морозивом;К-ль Мохіто б/а;Лимонад маракуйя з апельсином;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49341;Бургер з котлетою Дабл Чіз;Авокадо 50г;Сік апельсин 200мл;Гарячий рол Катана;Рол Ебі чіз;Рол Філ. Масаго зі свіжим лососем ;Хосомакі зі свіжим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49473;Бургер з котлетою Дабл Чіз;Салат зі слабосоленим лососем;Брускета з пармою та грушею;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49613;Бургер з котлетою Дабл Чіз;Морозиво шоколадне 50г;Сорбет манго 50г;Соус шоколадний 20г;Шоколадний фондан з ванільн. морозивом;Антрекот зі свинини з картопляними скибочками;Каре телятини з овочами гриль;Журавлиний морс 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49583;Бургер з котлетою Дабл Чіз;Чай Альпійська свіжість;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49673;Бургер з котлетою Дабл Чіз;Шоколадний фондан з ванільн. морозивом;Рол Філ. Delux зі свіжим лососем ;Рол Філ. Масаго зі свіжим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49664;Бургер з котлетою Дабл Чіз;Овочі на грилі;К-ль Полунична колада;Сік яблуко 200мл;Райдужна форель;Рол з лососем та креветкою темпура;Салат Олів'є з куркою та тобіко;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49665;Бургер з котлетою Дабл Чіз;Журавлиний морс 200мл;Чай малиновий;Курка в кисло-солодкому соусі;Салат Олів'є з куркою та тобіко;Тартар з лосося;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49740;Бургер з котлетою Дабл Чіз;Торт Наполеон;Кава Американо;Моршинська б/газ. 500мл;Смузі малина;Чай Асам;Рол Райдуга new;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49756;Бургер з котлетою Дабл Чіз;Грісіні 100г;Молоко 50г;Пепсі-Кола 330мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49795;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Антрекот зі свинини з картопляними скибочками;Кава Американо;Кава Лате;Кава Флет Вайт;Канелі 1шт;Лимонад малиновий;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49774;Бургер з котлетою Дабл Чіз;Кава Американо;Лимонад маракуйя з апельсином;Молоко 50г;Сік яблуко 200мл;Чай Імбирний;Рол з тунцем та креветкою;Рол Зелений дракон;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49790;Бургер з котлетою Дабл Чіз;К-ль Іспанськийкий лимонад;Лимонад малиновий;Каліфорнія в тобіко зі сніжним крабом;Рол Філ. Delux зі свіжим лососем XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49843;Бургер з котлетою Дабл Чіз;Бургер з рваною яловичиною;К-ль Іспанськийкий лимонад;Лимонад маракуйя з апельсином;Мілк Шейк карамельний;Каліфорнія в кунжуті зі свіжим лососем;Рол Райдуга new;Рол Токіо;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49945;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Яблучний тарт з ванільним морозивом;К-ль Іспанськийкий лимонад;К-ль Мохіто б/а;Набір Філо Гранде;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49957;Бургер з котлетою Дабл Чіз;Овочі на грилі;Яблучний тарт з ванільним морозивом;Пепсі-Кола 500мл;Чай Саусеп;Філе сібаса;Біф салат;Салат Олів'є з куркою та тобіко;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49964;Бургер з котлетою Дабл Чіз;Імбир маринований 10г;Чай Імбирний;Чай малиновий;Гарячий рол з лососем та манго;Гункан з вугрем;Гункан з тунцем;Рол з лососем та креветкою темпура;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50161;Бургер з котлетою Дабл Чіз;Журавлиний морс 200мл;Компот 1л;Пепсі-Кола 500мл;Смузі малина;Узвар 200мл;Куряча грудкa з овочами гриль;Рол Гейша;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50180;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Пиво Carlsberg N\A 450мл;Гарячий рол з лососем та манго;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50416;Бургер з котлетою Дабл Чіз;Кава Американо;Кока-Кола 250мл;Молоко 50г;Салат Цезар з креветками;Локшина Удон з морепродуктами;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50423;Бургер з котлетою Дабл Чіз;Торт Наполеон;К-ль Мохіто б/а;Сік вишня 200мл;Узвар 1л;Гункан з креветкою та авокадо;Гункан зі свіжим лососем;Каліфорнія в тобіко зі свіжим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50434;Бургер з котлетою Дабл Чіз;Гарячий рол Сінобі;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50450;Бургер з котлетою Дабл Чіз;7 UP 500мл;Гарячий рол з лососем та манго;Гарячий рол Сінобі;Рол Гарячий дракон;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50443;Бургер з котлетою Дабл Чіз;Лимон 20г;Лимонад маракуйя з апельсином;Рол з лососем та креветкою темпура;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50485;Бургер з котлетою Дабл Чіз;Бургер з рваною яловичиною;К-ль Малиновий слінг;К-ль Полунична колада;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50662;Бургер з котлетою Дабл Чіз;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50702;Бургер з котлетою Дабл Чіз;Торт Наполеон;Яблучний тарт з ванільним морозивом;Лимонад маракуйя з апельсином;Гарячий рол Катана;Гранд набір Сенсей;Салат з телятиною;Салат Олів'є з куркою та тобіко;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50696;Бургер з котлетою Дабл Чіз;Яблучний тарт з ванільним морозивом;Кава Допіо;Рол з лососем та креветкою темпура;Рол Райдуга new;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50725;Бургер з котлетою Дабл Чіз;Картопляне пюре;Пана-кота з апельсиновим соусом та чіа;К-ль Мохіто б/а;Моршинська б/газ. 500мл;Сік яблуко 200мл;Куряча грудкa з овочами гриль;Набір Філадельфія XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50816;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Креветки темпура;Рол з гребінцем;Гарячий рол з лососем та манго;Рол Ебі чіз;Суші зі свіжим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50824;Бургер з котлетою Дабл Чіз;Шашлички з телятиною;Морозиво вершкове 50г;Морозиво шоколадне 50г;Сорбет манго 50г;Шоколадний фондан з ванільн. морозивом;Кава Американо;Кава Еспресо;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51094;Бургер з котлетою Дабл Чіз;Торт Наполеон;Чізкейк з грушею;Боржомі пл. 500мл;Вершки 30г;Кава Еспресо;Сік вишня 200мл;Сік зелений виноград 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51091;Бургер з котлетою Дабл Чіз;Бургер з рваною яловичиною;Моршинська б/газ. 500мл;Чай Асам;Чай Молочний оолонг;Рол з лососем та креветкою темпура;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51351;Бургер з котлетою Дабл Чіз;Кава Американо;Сік томат 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51381;Бургер з котлетою Дабл Чіз;Моршинська слаб.газ. 330мл;Пепсі-Кола 500мл;Салат Цезар з куркою;Рамен з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51430;Бургер з котлетою Дабл Чіз;Сік ананас 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51624;Бургер з котлетою Дабл Чіз;Шоколадний фондан з ванільн. морозивом;Салат Цезар з креветками;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51620;Бургер з котлетою Дабл Чіз;Кава Капучіно;К-ль Мохіто б/а;Узвар 1л;Узвар 200мл;Рол з лососем та креветкою темпура;Рол Філ. Delux з вугрем XL;Салат зі слабосоленим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51615;Бургер з котлетою Дабл Чіз;Торт Наполеон;Чізкейк з грушею;Кава Капучіно;К-ль Полунична колада;Набір Філо Гранде;Рол Ебі чіз;Салат Цезар з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51656;Бургер з котлетою Дабл Чіз;Кава Американо;Лимонад маракуйя з апельсином;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51658;Бургер з котлетою Дабл Чіз;Молоко 50г;Смузі цитрус;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51736;Бургер з котлетою Дабл Чіз;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51915;Бургер з котлетою Дабл Чіз;Овочі на грилі;Пана-кота з апельсиновим соусом та чіа;Торт Наполеон;Чізкейк з грушею;Шоколадний рол;Шоколадний фондан з ванільн. морозивом;Яблучний тарт з ванільним морозивом;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51919;Бургер з котлетою Дабл Чіз;К-ль Сінгапур фізз;Рол Кранч;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52201;Бургер з котлетою Дабл Чіз;Рол Токіо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52306;Бургер з котлетою Дабл Чіз;Пана-кота з апельсиновим соусом та чіа;Лимонад маракуйя з апельсином;Райдужна форель;Гункан з ікрою тобіко;Гункан з креветкою та авокадо;Рол Кранч;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52332;Бургер з котлетою Дабл Чіз;Кока-Кола 250мл;Узвар 200мл;Рол Райдуга new;Салат Цезар з куркою;Курячий бульйон з профітролями;Брускета з качиним пате;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52475;Бургер з котлетою Дабл Чіз;Торт Наполеон;Чай із журавлини;Курячий бульйон з профітролями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52659;Бургер з котлетою Дабл Чіз;Лимон 20г;Пепсі-Кола 330мл;Салат Олів'є з куркою та тобіко;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52677;Бургер з котлетою Дабл Чіз;Сік томат 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52743;Бургер з котлетою Дабл Чіз;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52923;Бургер з котлетою Дабл Чіз;Компот 200мл;Лимонад малиновий;Рол Філ. Delux з вугрем ;Салат Грецький;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53006;Бургер з котлетою Дабл Чіз;Картопляне пюре;Креветки темпура;Морозиво вершкове 50г;Телятина на кістці;Кава Американо;Кава Еспресо;Молоко рослинне 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53135;Бургер з котлетою Дабл Чіз;Овочі на грилі;Апельсин 100г;Чізкейк з грушею;Шоколадний рол;Огірок 50г;Олія оливкова 30г;Томати 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53114;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Картопля фрі;Чізкейк з грушею;Шоколадний фондан з ванільн. морозивом;Соус BBQ 30г;Соус кисло-солодкий 30г;Філе яловичини медіум  з овочами ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53326;Бургер з котлетою Дабл Чіз;Пепсі-Кола 330мл;Набір Філо Гранде;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53364;Бургер з котлетою Дабл Чіз;Бургер з рваною яловичиною;Лимон 20г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53376;Бургер з котлетою Дабл Чіз;Яблучний тарт з ванільним морозивом;Кава Американо;Кава Еспресо;К-ль Полунична колада;Моршинська б/газ. 500мл;Фреш грейпфрут 200мл;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53690;Бургер з котлетою Дабл Чіз;Креветки темпура;Пана-кота з апельсиновим соусом та чіа;Шоколадний фондан з ванільн. морозивом;Лимонад маракуйя з апельсином;Моршинська слаб.газ. 500мл;Рол з вугрем та манго ;Рол з лососем та креветкою темпура;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53685;Бургер з котлетою Дабл Чіз;Боржомі пл. 500мл;Кава Американо;Лимон 20г;Гункан з креветкою та авокадо;Гункан зі свіжим лососем;Рол з лососем та креветкою темпура;Рол Райдуга new;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53712;Бургер з котлетою Дабл Чіз;Яблучний тарт з ванільним морозивом;Пиво Carlsberg N\A 450мл;Салат з телятиною;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53719;Бургер з котлетою Дабл Чіз;Пиво Carlsberg N\A 450мл;Рол Гейша;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53862;Бургер з котлетою Дабл Чіз;Антрекот зі свинини з картопляними скибочками;Компот 200мл;Лимонад маракуйя з апельсином;Салат Олів'є з куркою та тобіко;Тартар з тунця;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53978;Бургер з котлетою Дабл Чіз;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54186;Бургер з котлетою Дабл Чіз;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54348;Бургер з котлетою Дабл Чіз;Джем полуничний 20г;Морозиво вершкове 50г;Пепсі-Кола 500мл;Узвар 200мл;Гранд набір Сенсей;Рол Червоний дракон;Біф салат;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54333;Бургер з котлетою Дабл Чіз;Узвар 200мл;Рол Гейша;Рол Філ. Масаго з копченим лососем ;Салат Олів'є з куркою та тобіко;Салат Цезар з креветками;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54363;Бургер з котлетою Дабл Чіз;Бургер з рваною яловичиною;Журавлиний морс 200мл;К-ль Іспанськийкий лимонад;К-ль Сінгапур фізз;Мілк Шейк полуничний;Мілк Шейк шоколадний;Узвар 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54367;Бургер з котлетою Дабл Чіз;Шоколадний фондан з ванільн. морозивом;Лимонад малиновий;Лимонад маракуйя з апельсином;Локшина Удон з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54991;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Креветки темпура;К-ль Мохіто б/а;Мілк Шейк шоколадний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55087;Бургер з котлетою Дабл Чіз;Яблучний тарт з ванільним морозивом;Кава Капучіно;Гарячий рол Сінобі;Рол Гейша;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55115;Бургер з котлетою Дабл Чіз;Лимон 20г;Суші з креветкою тигровою;Суші зі свіжим лососем;Смажена локшина Удон з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55254;Бургер з котлетою Дабл Чіз;К-ль Полунична колада;Набір Філадельфія XL;Салат Грецький;Салат Цезар з куркою;Суп зі сніжним крабом;Брускета з оселедцем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55344;Бургер з котлетою Дабл Чіз;К-ль Малиновий слінг;Рол Ебі чіз;Рол Філ. Масаго зі свіжим лососем ;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55584;Бургер з котлетою Дабл Чіз;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55581;Бургер з котлетою Дабл Чіз;К-ль Полунична колада;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55609;Бургер з котлетою Дабл Чіз;Кока-Кола 250мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55669;Бургер з котлетою Дабл Чіз;Картопля фрі;Соус кисло-солодкий 30г;Мілк Шейк карамельний;Мілк Шейк полуничний;Моршинська слаб.газ. 500мл;Сік апельсин 200мл;Сік зелений виноград 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55814;Бургер з котлетою Дабл Чіз;Антрекот зі свинини з картопляними скибочками;Лимонад маракуйя з апельсином;Пепсі-Кола 500мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55829;Бургер з котлетою Дабл Чіз;Лимонад малиновий;Моршинська б/газ. 500мл;Гарячий рол Сяке ясай темпура;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55893;Бургер з котлетою Дабл Чіз;Чізкейк з грушею;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55978;Бургер з котлетою Дабл Чіз;Кока-Кола 250мл;Узвар 200мл;Гарячий рол Сінобі;Рол Філ. Delux дует XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56180;Бургер з котлетою Дабл Чіз;Яблучний тарт з ванільним морозивом;Лимонад малиновий;Узвар 200мл;Рол з лососем та креветкою темпура;Рол Філ. Delux з вугрем XL;Суші з копченим лососем;Суші з креветкою тигровою;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56177;Бургер з котлетою Дабл Чіз;Соус кисло-солодкий 30г;К-ль Сінгапур фізз;Сік ананас 200мл;Узвар 200мл;Філе лосося з літнім салатом;Набір Філо Гранде;Брускета з оселедцем;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56430;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Салат Хіяші;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56536;Бургер з котлетою Дабл Чіз;Шоколадний фондан з ванільн. морозивом;К-ль Полунична колада;Сік ананас 200мл;Сік апельсин 200мл;Гранд набір Сенсей;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56584;Бургер з котлетою Дабл Чіз;Пиво Carlsberg N\A 450мл;Каліфорнія в кунжуті зі свіжим лососем;Набір Філадельфія;Рол Ебі чіз;Салат Хіяші;Чіпси рисові;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56775;Бургер з котлетою Дабл Чіз;Морозиво вершкове 50г;Соус BBQ 30г;Телятина на кістці;Кава Еспресо;Кава Лате на рослинному молоці;Лимонад малиновий;Лимонад маракуйя з апельсином;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56719;Бургер з котлетою Дабл Чіз;Торт Наполеон;Шоколадний рол;Журавлиний морс 200мл;К-ль Мохіто б/а;Кока-Кола 250мл;Узвар 200мл;Гранд набір Сенсей;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56724;Бургер з котлетою Дабл Чіз;Торт Наполеон;Шоколадний рол;Журавлиний морс 200мл;К-ль Мохіто б/а;Кока-Кола 250мл;Узвар 200мл;Гранд набір Сенсей;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56821;Бургер з котлетою Дабл Чіз;Філе яловичини медіум  з овочами ;Моршинська б/газ. 500мл;Смузі малина;Рол Кранч;Салат Грецький;Салат Цезар з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56855;Бургер з котлетою Дабл Чіз;Картопля фрі;Шоколадний рол;Шоколадний фондан з ванільн. морозивом;Лимонад грейпфрут з імбирем;Лимонад малиновий;Лимонад маракуйя з апельсином;Рол Філ. Delux дует XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56896;Бургер з котлетою Дабл Чіз;Кава Американо;Сік вишня 200мл;Рол Які Тідзу з мідіями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56905;Бургер з котлетою Дабл Чіз;Лимон 20г;М'ята 5г;Смузі малина;Рол Кранч;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56916;Бургер з котлетою Дабл Чіз;Шашлички з телятиною;Шоколадний рол;Антрекот зі свинини з картопляними скибочками;Кава Капучіно;Кава Раф;Моршинська б/газ. 500мл;Узвар 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57033;Бургер з котлетою Дабл Чіз;Антрекот зі свинини з картопляними скибочками;К-ль Іспанськийкий лимонад;К-ль Малиновий слінг;К-ль Сінгапур фізз;Набір Філо Гранде;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57122;Бургер з котлетою Дабл Чіз;Торт Наполеон;Моршинська б/газ. 500мл;Салат Цезар з креветками;Курячий бульйон з профітролями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57125;Бургер з котлетою Дабл Чіз;К-ль Полунична колада;Пиво Carlsberg N\A 450мл;Сік ананас 200мл;Сік томат 200мл;Набір Філадельфія XL;Хосомакі з огірком;Суп місо з вугрем;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57130;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Шоколадний рол;Сік апельсин 200мл;Смузі цитрус;Узвар 200мл;Каліфорнія в тобіко зі сніжним крабом;Рамен з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57167;Бургер з котлетою Дабл Чіз;К-ль Малиновий слінг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57194;Бургер з котлетою Дабл Чіз;К-ль Іспанськийкий лимонад;Лимон 20г;Пиво Carlsberg N\A 450мл;Рол Філ. Delux зі свіжим лососем ;Салат Грецький;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57268;Бургер з котлетою Дабл Чіз;Морозиво вершкове 50г;Лимонад маракуйя з апельсином;Моршинська б/газ. 500мл;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57285;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Сік апельсин 200мл;Сік яблуко 200мл;Салат Хіяші;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57312;Бургер з котлетою Дабл Чіз;К-ль Іспанськийкий лимонад;К-ль Сінгапур фізз;Гарячий рол Катана;Рол з лососем та креветкою темпура;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57341;Бургер з котлетою Дабл Чіз;Сирники з джемом і сметаною;Кава Лате;Лимонад грейпфрут з імбирем;Пепсі-Кола 500мл;Рол Філ. Масаго зі свіжим лососем ;Салат Хіяші;Салат Цезар з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57386;Бургер з котлетою Дабл Чіз;К-ль Іспанськийкий лимонад;Райдужна форель;Салат Хіяші;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57527;Бургер з котлетою Дабл Чіз;Кава Капучіно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57547;Бургер з котлетою Дабл Чіз;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57596;Бургер з котлетою Дабл Чіз;Бургер з котлетою із яловичини;Кока-Кола 250мл;Рол Філ. Масаго з копченим лососем XL;Рол Філ. Масаго зі свіжим лососем XL;Хосомакі з вугрем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57586;Бургер з котлетою Дабл Чіз;Пепсі-Кола 500мл;Сік ананас 200мл;Сік томат 200мл;Райдужна форель;Гарячий рол Катана;Рол Філ. Delux зі свіжим лососем XL;Салат Грецький;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57594;Бургер з котлетою Дабл Чіз;Сік яблуко 200мл;Гранд набір Сенсей;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57727;Бургер з котлетою Дабл Чіз;Пана-кота з апельсиновим соусом та чіа;Шоколадний рол;К-ль Іспанськийкий лимонад;К-ль Малиновий слінг;К-ль Мохіто б/а;К-ль Полунична колада;К-ль Сінгапур фізз;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57791;Бургер з котлетою Дабл Чіз;Кава Американо;Мілк Шейк карамельний;Гранд набір Сенсей;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57761;Бургер з котлетою Дабл Чіз;Імбир маринований 10г;К-ль Малиновий слінг;Лимон 20г;Пиво Carlsberg N\A 450мл;Рол Філ. Масаго зі свіжим лососем XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57812;Бургер з котлетою Дабл Чіз;Картопля скибочками;Шоколадний фондан з ванільн. морозивом;Соус BBQ 30г;Кока-Кола 250мл;Моршинська н/газ. 330мл;Салат з телятиною;Смажена локшина Удон з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57876;Бургер з котлетою Дабл Чіз;Сир Філадельфія 50г;Антрекот зі свинини з картопляними скибочками;Кока-Кола 250мл;Лимон 20г;Сік томат 200мл;Гункан з ікрою тобіко;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57998;Бургер з котлетою Дабл Чіз;Картопля фрі;Шоколадний фондан з ванільн. морозивом;Яблучний тарт з ванільним морозивом;Соус BBQ 30г;Вершки 30г;Кава Американо;Кава Еспресо;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58101;Бургер з котлетою Дабл Чіз;Кава Лате;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
