Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37
59083;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59111;Кава Американо;Кава Лате макіато;К-ль Іспанськийкий лимонад;Молоко 50г;Філе сібаса;Рол Філ. Delux зі свіжим лососем ;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59114;Кава Американо;Молоко рослинне 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59168;Кава Американо;Молоко 50г;Гункан з креветкою та авокадо;Рол Філ. Delux зі свіжим лососем XL;Сашимі свіжий лосось;Хосомакі зі свіжим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59181;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59221;Кава Американо;Кава Лате;Сік яблуко 200мл;Рол Філ. Delux з копченим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59329;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59325;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59330;Кава Американо;Молоко 50г;Рол Філ. Delux зі свіжим лососем ;Суші з креветкою тигровою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59341;Кава Американо;К-ль Мохіто б/а;Лимонад малиновий;Рол Гарячий дракон;Рол Гейша;Хосомакі з вугрем;Хосомакі зі свіжим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59393;Кава Американо;Лимонад грейпфрут з імбирем;Лимонад малиновий;Молоко 50г;Гранд набір Сенсей;Набір Філадельфія XL;Салат Хіяші;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59539;Кава Американо;Кава Капучіно;Лимонад маракуйя з апельсином;Молоко 50г;Рол Філ. Delux з копченим лососем ;Рол Філ. Delux зі свіжим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59630;Кава Американо;К-ль Іспанськийкий лимонад;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59639;Кава Американо;Компот 200мл;Брускета з качиним пате;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59664;Кава Американо;Лимон 20г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59683;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59720;Кава Американо;Набір Філадельфія;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59770;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59819;Кава Американо;Узвар 200мл;Рол Філ. Delux дует ;Смажена локшина Удон з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59845;Кава Американо;Молоко 50г;Гарячий рол з лососем та манго;Рол Кранч;Рол Філ. Delux зі свіжим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59839;Кава Американо;Сік грейпфрут 200мл;Сік томат 200мл;Гункан з вугрем;Гункан з креветкою та авокадо;Гункан з тунцем;Гункан зі свіжим лососем;Рол Райдуга new;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59847;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59912;Кава Американо;К-ль Мохіто б/а;К-ль Полунична колада;Лимон 20г;Набір Філадельфія XL;Салат Хіяші;Суп тайський з морепродуктами;Оселедець;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59908;Кава Американо;Лимон 20г;Молоко 50г;Тартар з лосося;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59950;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59972;Кава Американо;Кава Еспресо;Кава Капучіно;Канелі 1шт;Молоко 50г;Пепсі-Кола 330мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59976;Кава Американо;Салат зі слабосоленим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59982;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60088;Кава Американо;Молоко 50г;Моршинська б/газ. 500мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60119;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60143;Кава Американо;Молоко 50г;Салат Цезар з куркою;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60170;Кава Американо;К-ль Полунична колада;Фреш апельсин 200мл;Рол з гребінцем;Гарячий рол Катана;Рол Філ. Масаго зі свіжим лососем XL;Суп зі сніжним крабом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60184;Кава Американо;Молоко 50г;Гарячий рол Сяке ясай темпура;Рол з лососем та креветкою темпура;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60194;Кава Американо;Лимон 20г;Лимонад малиновий;Рол Ебі чіз;Рол Золотий дракон;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60231;Кава Американо;Гункан з креветкою та авокадо;Рол Філ. Delux дует ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60255;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60267;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60293;Кава Американо;Молоко 50г;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60313;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60315;Кава Американо;Молоко 50г;Моршинська слаб.газ. 500мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60343;Кава Американо;Молоко 50г;Суші з креветкою тигровою;Суші зі свіжим лососем;Суп зі сніжним крабом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60395;Кава Американо;Кава Капучіно;Молоко 50г;Рол Зелений дракон;Рол Філ. Delux зі свіжим лососем ;Локшина Удон з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60415;Кава Американо;Молоко 50г;Гарячий рол Катана;Рол Ебі чіз;Рол з лососем та креветкою темпура;Рол Токіо;Рол Червоний дракон;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60405;Кава Американо;Кава Афогато;Набір Філадельфія;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60488;Кава Американо;Фреш апельсин 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60504;Кава Американо;Моршинська б/газ. 500мл;Смузі малина;Чай червоний;Рол Кранч;Суп тайський з морепродуктами;Брускета з пармою та грушею;Сирне плато;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60710;Кава Американо;Молоко 50г;Фреш апельсин 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60734;Кава Американо;Фреш апельсин 200мл;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60756;Кава Американо;Моршинська б/газ. 500мл;Смузі малина;Курка в кисло-солодкому соусі;Рол Кранч;Біф салат;Борщ червоний;Сирне плато;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60774;Кава Американо;Сік томат 200мл;Рол з лососем та креветкою темпура;Суп зі сніжним крабом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60897;Кава Американо;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60910;Кава Американо;Узвар 200мл;Гункан зі свіжим лососем;Рол з лососем та креветкою темпура;Суші з креветкою тигровою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60980;Кава Американо;Кава Флет Вайт;Мілк Шейк карамельний;Молоко 50г;Узвар 200мл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61005;Кава Американо;Кава Раф;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61015;Кава Американо;Кава Капучіно;Лимон 20г;Біф салат;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61171;Кава Американо;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61180;Кава Американо;Канелі 1шт;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61205;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61208;Кава Американо;Лимонад маракуйя з апельсином;Салат Цезар з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61255;Кава Американо;Лимон 20г;Салат Грецький;Салат Цезар з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61302;Кава Американо;Лимонад маракуйя з апельсином;Гарячий рол з лососем та манго;Рол Гейша;Хосомакі з огірком;Салат Цезар з креветками;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61341;Кава Американо;Молоко 50г;Узвар 200мл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61364;Кава Американо;Молоко 50г;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61389;Кава Американо;Лимонад маракуйя з апельсином;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61399;Кава Американо;Кава Лате;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61496;Кава Американо;Кава Капучіно;К-ль Сінгапур фізз;Молоко 50г;Сік ананас 200мл;Набір Філо Гранде;Біф салат;Чіпси рисові;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61531;Кава Американо;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61560;Кава Американо;Компот 200мл;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61568;Кава Американо;Молоко 50г;Моршинська б/газ. 500мл;Моршинська слаб.газ. 500мл;Рол Філ. Delux дует ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61593;Кава Американо;Лимонад малиновий;Молоко 50г;Салат Цезар з креветками;Суп тайський з морепродуктами;Тартар з тунця;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61596;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61613;Кава Американо;Кава Флет Вайт;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61627;Кава Американо;Сік апельсин 200мл;Райдужна форель;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61700;Кава Американо;Лимонад грейпфрут з імбирем;Узвар 200мл;Набір Філо Гранде;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61778;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61802;Кава Американо;Сироп 1л;Сік апельсин 200мл;Яйця Бенедикт з креветками;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61839;Кава Американо;Кава Фрапе;Суп зі сніжним крабом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61862;Кава Американо;Узвар 200мл;Салат Цезар з куркою;Борщ червоний;Суп зі сніжним крабом;Брускета з оселедцем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61879;Кава Американо;К-ль Малиновий слінг;Молоко 50г;Гарячий рол Сінобі;Рол Філ. Delux з вугрем ;Рол Філ. Масаго з копченим лососем XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62112;Кава Американо;Кава Флет Вайт;Лимонад маракуйя з апельсином;Молоко 50г;Набір Філадельфія;Курячий бульйон з профітролями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62151;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62221;Кава Американо;Чай Асам;Тартар з тунця;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62241;Кава Американо;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62266;Кава Американо;Молоко 50г;Омлет з лососем та шпинатом;Сирники з фруктовим салатом;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62289;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62317;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62329;Кава Американо;Сік апельсин 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62343;Кава Американо;Молоко 50г;Рамен з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62414;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62423;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62462;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62538;Кава Американо;Молоко рослинне 50г;Салат з вугрем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62592;Кава Американо;Кава Еспресо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62605;Кава Американо;Лимонад маракуйя з апельсином;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62617;Кава Американо;Рол з лососем та креветкою темпура;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62620;Кава Американо;Кава Еспресо;Молоко 50г;Сік яблуко 200мл;Фреш апельсин 200мл;Гункан з креветкою та авокадо;Каліфорнія в тобіко зі свіжим лососем;Рол Кранч;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62681;Кава Американо;Молоко 50г;Моршинська б/газ. 500мл;Рол Токіо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62695;Кава Американо;Кава Лате на рослинному молоці;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62706;Кава Американо;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62789;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62826;Кава Американо;Молоко 50г;Узвар 200мл;Салат з телятиною;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62840;Кава Американо;Лимонад маракуйя з апельсином;Молоко 50г;Рол Філ. Delux дует ;Салат Цезар з куркою;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62875;Кава Американо;К-ль Мохіто б/а;Гарячий рол Сінобі;Рол Гарячий дракон;Рол Кранч;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62901;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62964;Кава Американо;Кава Лате;Молоко 50г;Сік ананас 200мл;Авокадо тост з лососем та скрембл;Омлет з лососем та шпинатом;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62974;Кава Американо;Какао;Канелі 1шт;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62981;Кава Американо;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63046;Кава Американо;Кава Лате;Сік зелений виноград 200мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63177;Кава Американо;Моршинська б/газ. 500мл;Сік апельсин 200мл;Сік вишня 200мл;Узвар 200мл;Гарячий рол з лососем та манго;Рол Гейша;Рол Райдуга new;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63223;Кава Американо;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63234;Кава Американо;Узвар 200мл;Філе лосося з літнім салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63375;Кава Американо;Моршинська б/газ. 500мл;Чай Альпійська свіжість;Рол Кранч;Чіпси рисові;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63412;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63434;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63444;Кава Американо;Канелі 1шт;Молоко 50г;Чай Ерл Грей;Омлет з лососем та шпинатом;Курячий бульйон з профітролями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63446;Кава Американо;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63448;Кава Американо;Компот 200мл;Лимонад малиновий;Узвар 200мл;Райдужна форель;Філе лосося з літнім салатом;Біф салат;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63521;Кава Американо;Лимонад грейпфрут з імбирем;Салат з телятиною;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63584;Кава Американо;К-ль Мохіто б/а;К-ль Полунична колада;Молоко 50г;Гранд набір Сенсей;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63752;Кава Американо;Кава без кофеїну;Кава Рістрето;Компот 200мл;М'ята 5г;Смузі цитрус;Чай Китайський порох;Набір Філадельфія XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63656;Кава Американо;Молоко 50г;Чай Ерл Грей;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63825;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63826;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63893;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63926;Кава Американо;Молоко 50г;Яйця Бенедикт з креветками;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63976;Кава Американо;Чай Саусеп;Рол Токіо;Рол Філ. Delux зі свіжим лососем ;Сашимі свіжий лосось;Рамен з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63979;Кава Американо;Молоко 50г;Салат Цезар з куркою;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64001;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64009;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64013;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64044;Кава Американо;Молоко 50г;Гункан з хіяші вакаме;Гункан зі свіжим лососем;Рол Філ. Масаго зі свіжим лососем ;Рамен з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64045;Кава Американо;Смузі цитрус;Узвар 200мл;Салат Цезар з куркою;Локшина Удон з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64049;Кава Американо;Кава Капучіно;Фреш апельсин 200мл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64141;Кава Американо;Молоко 50г;Узвар 200мл;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64168;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64173;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64186;Кава Американо;Молоко 50г;Узвар 200мл;Філе лосося з літнім салатом;Набір Філадельфія;Салат Цезар з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64263;Кава Американо;Смузі малина;Гункан з ікрою тобіко;Гункан з креветкою та авокадо;Гункан зі свіжим лососем;Рол з лососем та креветкою темпура;Рол Кранч;Хосомакі з вугрем;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64396;Кава Американо;Кока-Кола 250мл;Мілк Шейк полуничний;Узвар 200мл;Райдужна форель;Рол Філ. Delux зі свіжим лососем ;Салат Грецький;Салат зі слабосоленим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64349;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64382;Кава Американо;Кока-Кола 250мл;Молоко 50г;Узвар 200мл;Рол Ебі чіз;Рол Зелений дракон;Рол Філ. Delux дует ;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64408;Кава Американо;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64453;Кава Американо;Молоко 50г;Моршинська слаб.газ. 500мл;Узвар 200мл;Рол з лососем та креветкою темпура;Рол Золотий дракон;Рол Філ. Delux дует ;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64460;Кава Американо;Лимон 20г;Моршинська б/газ. 500мл;Рол Філ. Delux зі свіжим лососем ;Курячий бульйон з профітролями;Рамен з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64477;Кава Американо;Лимонад грейпфрут з імбирем;Гарячий рол з лососем та манго;Рол Філ. Delux зі свіжим лососем ;Салат Грецький;Смажена локшина Рамен з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64558;Кава Американо;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64578;Кава Американо;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64597;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64604;Кава Американо;Моршинська б/газ. 500мл;Смузі малина;Райдужна форель;Рол Кранч;Біф салат;Борщ червоний;Сирне плато;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64645;Кава Американо;Пепсі-Кола 500мл;Рол Філ. Лайт зі свіжим лососем XL;Салат Цезар з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64817;Кава Американо;Лимон 20г;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64858;Кава Американо;Канелі 1шт;Компот 200мл;Хосомакі з копченим лососем;Суп зі сніжним крабом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64881;Кава Американо;Сік апельсин 200мл;Гарячий рол Катана;Рол Кранч;Рол Філ. Delux зі свіжим лососем ;Курячий бульйон з профітролями;Чіпси рисові;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65081;Кава Американо;Лимон 20г;Каліфорнія в кунжуті зі свіжим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65097;Кава Американо;Кава Капучіно;Кока-Кола 250мл;Рол Кранч;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65118;Кава Американо;Гарячий рол Сінобі;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65135;Кава Американо;Кава Лате;Молоко 50г;Набір Філадельфія;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65284;Кава Американо;Лимонад малиновий;Сік ананас 200мл;Сік яблуко 200мл;Набір Філадельфія;Локшина Удон з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65306;Кава Американо;Кава без кофеїну;Молоко 50г;Моршинська н/газ. 330мл;Гарячий рол Катана;Рол Кранч;Рол Філ. Delux зі свіжим лососем ;Рол Філ. Масаго з копченим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65309;Кава Американо;Кава без кофеїну;Молоко 50г;Моршинська н/газ. 330мл;Гарячий рол Катана;Рол Кранч;Рол Філ. Delux зі свіжим лососем ;Рол Філ. Масаго з копченим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65302;Кава Американо;Кава Флет Вайт;Молоко 50г;Гункан з вугрем;Гункан з ікрою тобіко;Гункан з креветкою та авокадо;Гункан з тунцем;Гункан зі свіжим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65355;Кава Американо;Гарячий рол Сінобі;Рол Канада;Рол Філ. Delux зі свіжим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65368;Кава Американо;Смузі малина;Смузі цитрус;Чай Жасмін;Набір Філадельфія XL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65422;Кава Американо;Сік яблуко 200мл;Набір Філо Гранде;Салат зі слабосоленим лососем;Антипасті по-італійськи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65408;Кава Американо;Лимон 20г;Чай Асам;Рол Філ. Delux зі свіжим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65461;Кава Американо;Набір Філадельфія;Салат зі слабосоленим лососем;Салат Цезар з креветками;Рамен з куркою;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65497;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65503;Кава Американо;Кава Лате;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65522;Кава Американо;Молоко 50г;Моршинська слаб.газ. 500мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65525;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65527;Кава Американо;Чай Імбирно-М'ятний;Рол Ебі чіз;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65551;Кава Американо;Кава без кофеїну;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65557;Кава Американо;Узвар 200мл;Каліфорнія в тобіко зі свіжим лососем;Каліфорнія в тобіко зі сніжним крабом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65567;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65605;Кава Американо;Молоко рослинне 50г;Гарячий рол Катана;Рол Зелений дракон;Рол Філ. Delux зі свіжим лососем ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65636;Кава Американо;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65645;Кава Американо;Молоко 50г;Яйця Бенедикт з креветками;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65646;Кава Американо;Кава Лате;Яйце пашот з телячими щічками та голандським соусом;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65649;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65650;Кава Американо;Кава Капучіно;Кава Лате;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65658;Кава Американо;Салат зі слабосоленим лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65666;Кава Американо;Молоко 50г;Моршинська б/газ. 500мл;Моршинська слаб.газ. 500мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65671;Кава Американо;Молоко 50г;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65707;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65699;Кава Американо;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
